Params,Total Accuracy,Accuracy per label,Max val list,Max str list,Label str,Total_Accuracy,Accuracy_per_label,Max_val_list,Max_str_list,Label_str,Matrice
"['savgol(20, 2)', 'ORPL(70)', 'PCA(3)', 'R2 classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.2845828933474129,"[6.0, 1.0, 57.0, 20.0, 100.0, 87.0, 14.0, 4.0]","[45.0, 41.0, 16.0, 34.0, 0.0, 8.0, 56.0, 32.0]","['STN', 'STN', 'putamen', 'caudate', 'GPe', 'putamen', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 17   0  38 119  66  21   1   1]
 [ 32   2  29 117  42  65   0   1]
 [ 13   0 254  15  57  35  70   0]
 [ 65  10  54  68   6 116   0  20]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   5   0  84   8   0]
 [  1   0  36   0   0  69  17   0]
 [ 53   1  41  47  13  81   7  11]]"
"['savgol(20, 2)', 'ORPL(70)', 'PCA(8)', 'R2 classifier()', 'Normalized', 'FingerPrint']",,,,,,0.3447729672650475,"[20.0, 11.0, 67.0, 18.0, 100.0, 82.0, 36.0, 0.0]","[29.0, 22.0, 14.0, 34.0, 0.0, 15.0, 31.0, 38.0]","['GPi', 'STN', 'GPe', 'GPi', 'GPe', 'putamen', 'GPe', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 52  77  40  10  55   1  23   5]
 [ 36  32   0  64  55  60   1  40]
 [ 64  25 297   2   8  21   6  21]
 [ 40 116   0  62   4  61  50   6]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   0   0  80  15   2]
 [ 38   0   4   4   0  30  44   3]
 [ 85  23  23   5   5  96  17   0]]"
"['savgol(20, 2)', 'ORPL(70)', 'PCA(8)', 'R2 classifier()', 'Normalized', 'No Raman Region']",,,,,,0.15205913410770855,"[41.0, 21.0, 3.0, 6.0, 36.0, 7.0, 25.0, 6.0]","[24.0, 32.0, 45.0, 54.0, 20.0, 44.0, 23.0, 33.0]","['caudate', 'STN', 'putamen', 'GPi', 'GPi', 'GPi', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[109  12   0  22  10  64  44   2]
 [ 27  61   1  93  48  30  28   0]
 [ 90  30  13  46  48  10 202   5]
 [ 66 182   0  22  51   5  13   0]
 [  7  17   0  14  31   0  16   1]
 [ 40  43   0   5   1   7   1   0]
 [ 26  10  28  22   2   4  31   0]
 [ 84  21   0  29  67   9  30  14]]"
"['savgol(20, 2)', 'ORPL(70)', 'PCA(8)', 'R2 classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.2845828933474129,"[6.0, 1.0, 57.0, 20.0, 100.0, 87.0, 14.0, 4.0]","[45.0, 41.0, 16.0, 34.0, 0.0, 8.0, 56.0, 32.0]","['STN', 'STN', 'putamen', 'caudate', 'GPe', 'putamen', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 17   0  38 119  66  21   1   1]
 [ 32   2  29 117  42  65   0   1]
 [ 13   0 254  15  57  35  70   0]
 [ 65  10  54  68   6 116   0  20]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   5   0  84   8   0]
 [  1   0  36   0   0  69  17   0]
 [ 53   1  41  47  13  81   7  11]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(1)', 'R2 classifier()', 'Normalized', 'FingerPrint']",,,,,,0.26399155227032733,"[9.0, 7.0, 23.0, 46.0, 80.0, 94.0, 30.0, 0.0]","[31.0, 34.0, 30.0, 25.0, 14.0, 6.0, 25.0, 38.0]","['WM', 'caudate', 'WM', 'caudate', 'GPe', 'STN', 'SN', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 23  65   3  19  81   3   6  63]
 [ 17  20   0  86  54  97   0  14]
 [ 91  32 104  20 132  29  17  19]
 [  8  40   0 156   4  86   0  45]
 [ 12   5   0   0  69   0   0   0]
 [  0   0   0   6   0  91   0   0]
 [  7   1  31   4   3  30  37  10]
 [ 49  80   1  11   2  97  14   0]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(1)', 'R2 classifier()', 'Normalized', 'No Raman Region']",,,,,,0.10401267159450897,"[17.0, 7.0, 9.0, 5.0, 30.0, 33.0, 10.0, 2.0]","[30.0, 39.0, 30.0, 40.0, 21.0, 25.0, 30.0, 40.0]","['caudate', 'caudate', 'GPe', 'caudate', 'GPi', 'STN', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 45   1  22   0  26  80  24  65]
 [ 30  21  16  25  76 111   8   1]
 [133   6  38   0  72  61 121  13]
 [ 85  28   0  17  71 136   0   2]
 [ 16  18   7   2  26  14   0   3]
 [ 23  17   0  24   1  32   0   0]
 [ 28   2  30   0  14  37  12   0]
 [102   0  11   6  74  55   0   6]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(1)', 'R2 classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.23231256599788808,"[4.0, 1.0, 13.0, 46.0, 99.0, 94.0, 15.0, 7.0]","[57.0, 68.0, 41.0, 31.0, 1.0, 4.0, 57.0, 44.0]","['STN', 'STN', 'WM', 'thalamus', 'GPe', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10  10  13 151  71   0   1   7]
 [ 21   3  13 195  44   0   0  12]
 [ 59   3  59  53 182  14  63  11]
 [ 23  12   7 155   2  36   0 104]
 [  1   0   0   0  85   0   0   0]
 [  0   0   0   4   0  91   2   0]
 [ 14   0  15   1   1  70  18   4]
 [ 29  24  25 113   9  35   0  19]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(3)', 'R2 classifier()', 'Normalized', 'FingerPrint']",,,,,,0.26399155227032733,"[9.0, 7.0, 23.0, 46.0, 80.0, 94.0, 30.0, 0.0]","[31.0, 34.0, 30.0, 25.0, 14.0, 6.0, 25.0, 38.0]","['WM', 'caudate', 'WM', 'caudate', 'GPe', 'STN', 'SN', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 23  65   3  19  81   3   6  63]
 [ 17  20   0  86  54  97   0  14]
 [ 91  32 104  20 132  29  17  19]
 [  8  40   0 156   4  86   0  45]
 [ 12   5   0   0  69   0   0   0]
 [  0   0   0   6   0  91   0   0]
 [  7   1  31   4   3  30  37  10]
 [ 49  80   1  11   2  97  14   0]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(3)', 'R2 classifier()', 'Normalized', 'No Raman Region']",,,,,,0.10401267159450897,"[17.0, 7.0, 9.0, 5.0, 30.0, 33.0, 10.0, 2.0]","[30.0, 39.0, 30.0, 40.0, 21.0, 25.0, 30.0, 40.0]","['caudate', 'caudate', 'GPe', 'caudate', 'GPi', 'STN', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 45   1  22   0  26  80  24  65]
 [ 30  21  16  25  76 111   8   1]
 [133   6  38   0  72  61 121  13]
 [ 85  28   0  17  71 136   0   2]
 [ 16  18   7   2  26  14   0   3]
 [ 23  17   0  24   1  32   0   0]
 [ 28   2  30   0  14  37  12   0]
 [102   0  11   6  74  55   0   6]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(3)', 'R2 classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.23231256599788808,"[4.0, 1.0, 13.0, 46.0, 99.0, 94.0, 15.0, 7.0]","[57.0, 68.0, 41.0, 31.0, 1.0, 4.0, 57.0, 44.0]","['STN', 'STN', 'WM', 'thalamus', 'GPe', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10  10  13 151  71   0   1   7]
 [ 21   3  13 195  44   0   0  12]
 [ 59   3  59  53 182  14  63  11]
 [ 23  12   7 155   2  36   0 104]
 [  1   0   0   0  85   0   0   0]
 [  0   0   0   4   0  91   2   0]
 [ 14   0  15   1   1  70  18   4]
 [ 29  24  25 113   9  35   0  19]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(8)', 'R2 classifier()', 'Normalized', 'FingerPrint']",,,,,,0.26399155227032733,"[9.0, 7.0, 23.0, 46.0, 80.0, 94.0, 30.0, 0.0]","[31.0, 34.0, 30.0, 25.0, 14.0, 6.0, 25.0, 38.0]","['WM', 'caudate', 'WM', 'caudate', 'GPe', 'STN', 'SN', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 23  65   3  19  81   3   6  63]
 [ 17  20   0  86  54  97   0  14]
 [ 91  32 104  20 132  29  17  19]
 [  8  40   0 156   4  86   0  45]
 [ 12   5   0   0  69   0   0   0]
 [  0   0   0   6   0  91   0   0]
 [  7   1  31   4   3  30  37  10]
 [ 49  80   1  11   2  97  14   0]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(8)', 'R2 classifier()', 'Normalized', 'No Raman Region']",,,,,,0.10401267159450897,"[17.0, 7.0, 9.0, 5.0, 30.0, 33.0, 10.0, 2.0]","[30.0, 39.0, 30.0, 40.0, 21.0, 25.0, 30.0, 40.0]","['caudate', 'caudate', 'GPe', 'caudate', 'GPi', 'STN', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 45   1  22   0  26  80  24  65]
 [ 30  21  16  25  76 111   8   1]
 [133   6  38   0  72  61 121  13]
 [ 85  28   0  17  71 136   0   2]
 [ 16  18   7   2  26  14   0   3]
 [ 23  17   0  24   1  32   0   0]
 [ 28   2  30   0  14  37  12   0]
 [102   0  11   6  74  55   0   6]]"
"['savgol(20, 2)', 'ORPL(150)', 'PCA(8)', 'R2 classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.23231256599788808,"[4.0, 1.0, 13.0, 46.0, 99.0, 94.0, 15.0, 7.0]","[57.0, 68.0, 41.0, 31.0, 1.0, 4.0, 57.0, 44.0]","['STN', 'STN', 'WM', 'thalamus', 'GPe', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10  10  13 151  71   0   1   7]
 [ 21   3  13 195  44   0   0  12]
 [ 59   3  59  53 182  14  63  11]
 [ 23  12   7 155   2  36   0 104]
 [  1   0   0   0  85   0   0   0]
 [  0   0   0   4   0  91   2   0]
 [ 14   0  15   1   1  70  18   4]
 [ 29  24  25 113   9  35   0  19]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'FingerPrint']",,,,,,0.2317845828933474,"[40.0, 16.0, 11.0, 12.0, 91.0, 36.0, 65.0, 3.0]","[19.0, 32.0, 39.0, 27.0, 8.0, 34.0, 21.0, 41.0]","['GPi', 'GPe', 'thalamus', 'SN', 'GPi', 'thalamus', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[105  51  26   1  34   0  46   0]
 [ 91  45   6  73  35   1  12  25]
 [150  23  49  20   4   3  23 172]
 [ 21  31  92  40   4  21  73  57]
 [  1   7   0   0  78   0   0   0]
 [  0   0   1   9   0  35  19  33]
 [  3   0   0   0  14  26  80   0]
 [ 11   2 104  32  19  66  13   7]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'No Raman Region']",,,,,,0.12777191129883844,"[8.0, 9.0, 0.0, 11.0, 1.0, 51.0, 79.0, 4.0]","[50.0, 33.0, 57.0, 43.0, 44.0, 29.0, 11.0, 48.0]","['putamen', 'putamen', 'caudate', 'putamen', 'caudate', 'putamen', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 21   2   0  13   0  95 132   0]
 [  9  25   0  84   0  74  96   0]
 [ 19   7   0  11   1 253 138  15]
 [  4  41   0  38   2  86 145  23]
 [  0  16   0   7   1  38   3  21]
 [  0   8   0  12   0  49  28   0]
 [  4   0   0   8   0  14  97   0]
 [  2  20   0  36   1 122  62  11]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'High Wavenumbers']",,,,,,0.21119324181626187,"[32.0, 7.0, 22.0, 8.0, 93.0, 20.0, 23.0, 18.0]","[22.0, 30.0, 28.0, 30.0, 7.0, 47.0, 30.0, 33.0]","['putamen', 'STN', 'putamen', 'thalamus', 'GPe', 'thalamus', 'WM', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 83  53  22   0  43   0  58   4]
 [ 51  21  30  86  32   0  19  49]
 [ 80  31  98  25  10   0 123  77]
 [ 77  64  43  26  16   1   9 103]
 [  6   0   0   0  80   0   0   0]
 [  1   7   3  20   1  19   0  46]
 [ 20   8   3  12  37   4  28  11]
 [ 15  42  30  85  16   9  12  45]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(3)', 'R2 classifier()', 'Not Normalized', 'FingerPrint']",,,,,,0.2317845828933474,"[40.0, 16.0, 11.0, 12.0, 91.0, 36.0, 65.0, 3.0]","[19.0, 32.0, 39.0, 27.0, 8.0, 34.0, 21.0, 41.0]","['GPi', 'GPe', 'thalamus', 'SN', 'GPi', 'thalamus', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[105  51  26   1  34   0  46   0]
 [ 91  45   6  73  35   1  12  25]
 [150  23  49  20   4   3  23 172]
 [ 21  31  92  40   4  21  73  57]
 [  1   7   0   0  78   0   0   0]
 [  0   0   1   9   0  35  19  33]
 [  3   0   0   0  14  26  80   0]
 [ 11   2 104  32  19  66  13   7]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(3)', 'R2 classifier()', 'Not Normalized', 'No Raman Region']",,,,,,0.12777191129883844,"[8.0, 9.0, 0.0, 11.0, 1.0, 51.0, 79.0, 4.0]","[50.0, 33.0, 57.0, 43.0, 44.0, 29.0, 11.0, 48.0]","['putamen', 'putamen', 'caudate', 'putamen', 'caudate', 'putamen', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 21   2   0  13   0  95 132   0]
 [  9  25   0  84   0  74  96   0]
 [ 19   7   0  11   1 253 138  15]
 [  4  41   0  38   2  86 145  23]
 [  0  16   0   7   1  38   3  21]
 [  0   8   0  12   0  49  28   0]
 [  4   0   0   8   0  14  97   0]
 [  2  20   0  36   1 122  62  11]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(3)', 'R2 classifier()', 'Not Normalized', 'High Wavenumbers']",,,,,,0.21119324181626187,"[32.0, 7.0, 22.0, 8.0, 93.0, 20.0, 23.0, 18.0]","[22.0, 30.0, 28.0, 30.0, 7.0, 47.0, 30.0, 33.0]","['putamen', 'STN', 'putamen', 'thalamus', 'GPe', 'thalamus', 'WM', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 83  53  22   0  43   0  58   4]
 [ 51  21  30  86  32   0  19  49]
 [ 80  31  98  25  10   0 123  77]
 [ 77  64  43  26  16   1   9 103]
 [  6   0   0   0  80   0   0   0]
 [  1   7   3  20   1  19   0  46]
 [ 20   8   3  12  37   4  28  11]
 [ 15  42  30  85  16   9  12  45]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(8)', 'R2 classifier()', 'Not Normalized', 'FingerPrint']",,,,,,0.2317845828933474,"[40.0, 16.0, 11.0, 12.0, 91.0, 36.0, 65.0, 3.0]","[19.0, 32.0, 39.0, 27.0, 8.0, 34.0, 21.0, 41.0]","['GPi', 'GPe', 'thalamus', 'SN', 'GPi', 'thalamus', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[105  51  26   1  34   0  46   0]
 [ 91  45   6  73  35   1  12  25]
 [150  23  49  20   4   3  23 172]
 [ 21  31  92  40   4  21  73  57]
 [  1   7   0   0  78   0   0   0]
 [  0   0   1   9   0  35  19  33]
 [  3   0   0   0  14  26  80   0]
 [ 11   2 104  32  19  66  13   7]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(8)', 'R2 classifier()', 'Not Normalized', 'No Raman Region']",,,,,,0.12777191129883844,"[8.0, 9.0, 0.0, 11.0, 1.0, 51.0, 79.0, 4.0]","[50.0, 33.0, 57.0, 43.0, 44.0, 29.0, 11.0, 48.0]","['putamen', 'putamen', 'caudate', 'putamen', 'caudate', 'putamen', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 21   2   0  13   0  95 132   0]
 [  9  25   0  84   0  74  96   0]
 [ 19   7   0  11   1 253 138  15]
 [  4  41   0  38   2  86 145  23]
 [  0  16   0   7   1  38   3  21]
 [  0   8   0  12   0  49  28   0]
 [  4   0   0   8   0  14  97   0]
 [  2  20   0  36   1 122  62  11]]"
"['savgol(5, 2)', 'ORPL(30)', 'PCA(8)', 'R2 classifier()', 'Not Normalized', 'High Wavenumbers']",,,,,,0.21119324181626187,"[32.0, 7.0, 22.0, 8.0, 93.0, 20.0, 23.0, 18.0]","[22.0, 30.0, 28.0, 30.0, 7.0, 47.0, 30.0, 33.0]","['putamen', 'STN', 'putamen', 'thalamus', 'GPe', 'thalamus', 'WM', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 83  53  22   0  43   0  58   4]
 [ 51  21  30  86  32   0  19  49]
 [ 80  31  98  25  10   0 123  77]
 [ 77  64  43  26  16   1   9 103]
 [  6   0   0   0  80   0   0   0]
 [  1   7   3  20   1  19   0  46]
 [ 20   8   3  12  37   4  28  11]
 [ 15  42  30  85  16   9  12  45]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'FingerPrint']",,,,,,0.2275607180570222,"[29.0, 11.0, 23.0, 2.0, 94.0, 40.0, 74.0, 0.0]","[24.0, 33.0, 34.0, 42.0, 6.0, 31.0, 21.0, 42.0]","['GPi', 'STN', 'GPe', 'thalamus', 'GPi', 'thalamus', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 77  64  34   0  45   0  43   0]
 [ 52  32   3  95  42  20  18  26]
 [151  14 102  10  25  14  35  93]
 [  7  38  20   8   5  49  69 143]
 [  0   5   0   0  81   0   0   0]
 [  0   2   0   7   0  39  19  30]
 [  4   0   0   0   2  26  91   0]
 [  7  11 106  13  18  81  17   1]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'No Raman Region']",,,,,,0.15100316789862725,"[8.0, 28.0, 5.0, 0.0, 40.0, 13.0, 80.0, 7.0]","[32.0, 27.0, 37.0, 40.0, 19.0, 38.0, 9.0, 28.0]","['putamen', 'putamen', 'WM', 'putamen', 'GPi', 'GPi', 'caudate', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 21  35  19   1   2  80  83  22]
 [ 12  82  21  48   5  33  79   8]
 [ 14  45  21   0 164  38 144  18]
 [  7  81   3   0  68   9 134  37]
 [  4  16  14   0  34   2   2  14]
 [ 18  37   0   0   0  13  27   2]
 [  6   8   0   0   0  11  98   0]
 [ 32  72  19   2  43  23  46  17]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'High Wavenumbers']",,,,,,0.21752903907074975,"[5.0, 6.0, 17.0, 40.0, 92.0, 58.0, 14.0, 8.0]","[36.0, 60.0, 31.0, 17.0, 8.0, 42.0, 29.0, 47.0]","['STN', 'STN', 'putamen', 'caudate', 'GPe', 'STN', 'STN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 13  19   8  94  71   0  51   7]
 [ 27  16   3 174  42   0  18   8]
 [ 47  28  74  48  67   4 138  38]
 [  9  40   3 137   3  58  43  46]
 [  7   0   0   0  79   0   0   0]
 [  0   0   0  41   0  56   0   0]
 [  7  10   0  36  28  23  17   2]
 [ 20  20   8 120  11  47   8  20]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(3)', 'R2 classifier()', 'Not Normalized', 'FingerPrint']",,,,,,0.2275607180570222,"[29.0, 11.0, 23.0, 2.0, 94.0, 40.0, 74.0, 0.0]","[24.0, 33.0, 34.0, 42.0, 6.0, 31.0, 21.0, 42.0]","['GPi', 'STN', 'GPe', 'thalamus', 'GPi', 'thalamus', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 77  64  34   0  45   0  43   0]
 [ 52  32   3  95  42  20  18  26]
 [151  14 102  10  25  14  35  93]
 [  7  38  20   8   5  49  69 143]
 [  0   5   0   0  81   0   0   0]
 [  0   2   0   7   0  39  19  30]
 [  4   0   0   0   2  26  91   0]
 [  7  11 106  13  18  81  17   1]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(3)', 'R2 classifier()', 'Not Normalized', 'No Raman Region']",,,,,,0.15100316789862725,"[8.0, 28.0, 5.0, 0.0, 40.0, 13.0, 80.0, 7.0]","[32.0, 27.0, 37.0, 40.0, 19.0, 38.0, 9.0, 28.0]","['putamen', 'putamen', 'WM', 'putamen', 'GPi', 'GPi', 'caudate', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 21  35  19   1   2  80  83  22]
 [ 12  82  21  48   5  33  79   8]
 [ 14  45  21   0 164  38 144  18]
 [  7  81   3   0  68   9 134  37]
 [  4  16  14   0  34   2   2  14]
 [ 18  37   0   0   0  13  27   2]
 [  6   8   0   0   0  11  98   0]
 [ 32  72  19   2  43  23  46  17]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(3)', 'R2 classifier()', 'Not Normalized', 'High Wavenumbers']",,,,,,0.21752903907074975,"[5.0, 6.0, 17.0, 40.0, 92.0, 58.0, 14.0, 8.0]","[36.0, 60.0, 31.0, 17.0, 8.0, 42.0, 29.0, 47.0]","['STN', 'STN', 'putamen', 'caudate', 'GPe', 'STN', 'STN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 13  19   8  94  71   0  51   7]
 [ 27  16   3 174  42   0  18   8]
 [ 47  28  74  48  67   4 138  38]
 [  9  40   3 137   3  58  43  46]
 [  7   0   0   0  79   0   0   0]
 [  0   0   0  41   0  56   0   0]
 [  7  10   0  36  28  23  17   2]
 [ 20  20   8 120  11  47   8  20]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8)', 'R2 classifier()', 'Not Normalized', 'FingerPrint']",,,,,,0.2275607180570222,"[29.0, 11.0, 23.0, 2.0, 94.0, 40.0, 74.0, 0.0]","[24.0, 33.0, 34.0, 42.0, 6.0, 31.0, 21.0, 42.0]","['GPi', 'STN', 'GPe', 'thalamus', 'GPi', 'thalamus', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 77  64  34   0  45   0  43   0]
 [ 52  32   3  95  42  20  18  26]
 [151  14 102  10  25  14  35  93]
 [  7  38  20   8   5  49  69 143]
 [  0   5   0   0  81   0   0   0]
 [  0   2   0   7   0  39  19  30]
 [  4   0   0   0   2  26  91   0]
 [  7  11 106  13  18  81  17   1]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8)', 'R2 classifier()', 'Not Normalized', 'No Raman Region']",,,,,,0.15100316789862725,"[8.0, 28.0, 5.0, 0.0, 40.0, 13.0, 80.0, 7.0]","[32.0, 27.0, 37.0, 40.0, 19.0, 38.0, 9.0, 28.0]","['putamen', 'putamen', 'WM', 'putamen', 'GPi', 'GPi', 'caudate', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 21  35  19   1   2  80  83  22]
 [ 12  82  21  48   5  33  79   8]
 [ 14  45  21   0 164  38 144  18]
 [  7  81   3   0  68   9 134  37]
 [  4  16  14   0  34   2   2  14]
 [ 18  37   0   0   0  13  27   2]
 [  6   8   0   0   0  11  98   0]
 [ 32  72  19   2  43  23  46  17]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8)', 'R2 classifier()', 'Not Normalized', 'High Wavenumbers']",,,,,,0.21752903907074975,"[5.0, 6.0, 17.0, 40.0, 92.0, 58.0, 14.0, 8.0]","[36.0, 60.0, 31.0, 17.0, 8.0, 42.0, 29.0, 47.0]","['STN', 'STN', 'putamen', 'caudate', 'GPe', 'STN', 'STN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 13  19   8  94  71   0  51   7]
 [ 27  16   3 174  42   0  18   8]
 [ 47  28  74  48  67   4 138  38]
 [  9  40   3 137   3  58  43  46]
 [  7   0   0   0  79   0   0   0]
 [  0   0   0  41   0  56   0   0]
 [  7  10   0  36  28  23  17   2]
 [ 20  20   8 120  11  47   8  20]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'FingerPrint']",,,,,,0.13463569165786696,"[12.0, 7.0, 3.0, 2.0, 77.0, 23.0, 62.0, 7.0]","[33.0, 42.0, 52.0, 37.0, 12.0, 33.0, 24.0, 41.0]","['GPi', 'caudate', 'WM', 'caudate', 'GPe', 'STN', 'caudate', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 31  87   0  10  84  30  20   1]
 [ 21  19  11  45  53 120   0  19]
 [124   6  14  16 229  24   6  25]
 [ 11  16 100   8   3 126   1  74]
 [ 10   0  10   0  66   0   0   0]
 [  0   0   0  32   0  22  18  25]
 [  7   0   0  10   0  29  76   1]
 [ 29  14 105  17   1  63   6  19]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1)', 'R2 classifier()', 'Not Normalized', 'No Raman Region']",,,,,,0.1304118268215417,"[8.0, 11.0, 8.0, 1.0, 58.0, 6.0, 74.0, 4.0]","[37.0, 30.0, 39.0, 45.0, 14.0, 21.0, 14.0, 42.0]","['caudate', 'caudate', 'WM', 'WM', 'thalamus', 'WM', 'caudate', 'WM']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 22  12  51  15   2  98  55   8]
 [ 31  32  26   9  24  85  18  63]
 [ 50  12  35   4 175  24 131  13]
 [ 15  26   1   2 152  47  76  20]
 [  5   1  11   6  50   0   1  12]
 [  8  16   0   9  20   6  18  20]
 [  6   7   0   0   0  17  91   2]
 [ 30  46   4  20 107  23  15   9]]"
